Target,gene
SF3A1,POLR2K
HNRNPA1,POLR2K
HNRNPK,POLR2K
NCBP2,POLR2K
SRSF7,POLR2K
POLR2A,POLR2K
POLR2H,POLR2K
HNRNPM,POLR2K
SF3A2,POLR2K
SNRPB2,POLR2K
DDX23,POLR2K
SUPT5H,POLR2K
GTF2F2,POLR2K
POLR2F,POLR2K
HNRNPH1,POLR2K
CCNH,POLR2K
SSRP1,POLR2K
SNRPD3,POLR2K
PRPF4,POLR2K
TAF7,POLR2K
POLR2J,POLR2K
POLR2I,POLR2K
PCBP1,POLR2K
SNU13,POLR2K
SUPT16H,POLR2K
SRSF11,POLR2K
SF3A3,POLR2K
SNRPF,POLR2K
TAF4,POLR2K
POLR2G,POLR2K
HNRNPH2,POLR2K
GTF2H2,POLR2K
HNRNPA0,POLR2K
GTF2H3,POLR2K
TAF6,POLR2K
SNRPD2,POLR2K
RNGTT,POLR2K
SRRM1,POLR2K
CPSF3,POLR2K
PRPF6,POLR2K
SNRNP70,POLR2K
AK6,POLR2K
ALYREF,POLR2K
GTF2B,POLR2K
ERCC3,POLR2K
HNRNPL,POLR2K
CPSF1,POLR2K
ENSG00000111987,POLR2K
SNRPA1,POLR2K
GTF2H1,POLR2K
HNRNPC,POLR2K
PAPOLA,POLR2K
SF3B1,POLR2K
TAF5,POLR2K
NFX1,POLR2K
POLR2J3,POLR2K
EFTUD2,POLR2K
CDC40,POLR2K
TAF1,POLR2K
CSTF2,POLR2K
POLR2D,POLR2K
SNRPB,POLR2K
SF3B2,POLR2K
SF3B3,POLR2K
DHX9,POLR2K
CSTF1,POLR2K
HNRNPA2B1,POLR2K
SNRPA,POLR2K
PTBP1,POLR2K
TTF1,POLR2K
TBP,POLR2K
TCEA1,POLR2K
POLR2L,POLR2K
SNRPG,POLR2K
POLR2E,POLR2K
SNRPD1,POLR2K
ERCC2,POLR2K
SRSF2,POLR2K
CD2BP2,POLR2K
SF3B4,POLR2K
ELOC,POLR2K
RBM5,POLR2K
YBX1,POLR2K
GTF2A2,POLR2K
CPSF7,POLR2K
SRSF3,POLR2K
CDK9,POLR2K
HNRNPUL1,POLR2K
PABPN1,POLR2K
UBTF,POLR2K
HNRNPR,SNRPE
YJU2,SNRPE
PRPF40A,SNRPE
CWC22,SNRPE
SNRNP200,SNRPE
SF3A1,SNRPE
SF3A2,SNRPE
DDX23,SNRPE
PRPF31,SNRPE
LSM6,SNRPE
PRPF19,SNRPE
SNRPD3,SNRPE
PRPF4,SNRPE
LUC7L,SNRPE
SF3A3,SNRPE
SNRPF,SNRPE
LSM5,SNRPE
SNRPD2,SNRPE
PRPF6,SNRPE
SNRNP70,SNRPE
PLRG1,SNRPE
TIA1,SNRPE
ENSG00000111987,SNRPE
SNRPA1,SNRPE
INCENP,SNRPE
PRPF3,SNRPE
SF3B1,SNRPE
LSM3,SNRPE
PRPF18,SNRPE
LSM7,SNRPE
DDX46,SNRPE
CDC40,SNRPE
AAR2,SNRPE
SNRPB,SNRPE
SF3B2,SNRPE
SF3B3,SNRPE
PRPF8,SNRPE
SNRPA,SNRPE
SNRPN,SNRPE
SNRPG,SNRPE
LSM4,SNRPE
DHX8,SNRPE
AL078621.1,SNRPE
SNRPD1,SNRPE
SF3B4,SNRPE
CRNKL1,SNRPE
TIAL1,SNRPE
CLNS1A,SNRPE
HNRNPR,TFIP11
YJU2,TFIP11
PRPF40A,TFIP11
XAB2,TFIP11
CWC22,TFIP11
SNRNP200,TFIP11
SF3A1,TFIP11
NCBP2,TFIP11
SF3A2,TFIP11
SUPT5H,TFIP11
PRPF31,TFIP11
LSM6,TFIP11
PRPF19,TFIP11
SNRPD3,TFIP11
PRPF4,TFIP11
LUC7L,TFIP11
SF3A3,TFIP11
SNRPF,TFIP11
LSM5,TFIP11
SNRPD2,TFIP11
PRPF6,TFIP11
SNRNP70,TFIP11
PLRG1,TFIP11
TIA1,TFIP11
ENSG00000111987,TFIP11
SNRPA1,TFIP11
INCENP,TFIP11
PRPF3,TFIP11
SF3B1,TFIP11
LSM7,TFIP11
CDC40,TFIP11
AAR2,TFIP11
SF3B2,TFIP11
SF3B3,TFIP11
PRPF8,TFIP11
SNRPA,TFIP11
SNRPG,TFIP11
LSM4,TFIP11
DHX8,TFIP11
AL078621.1,TFIP11
SNRPD1,TFIP11
SF3B4,TFIP11
CRNKL1,TFIP11
TIAL1,TFIP11
POLR2A,TADA2B
TAF9B,TADA2B
SF3A3,TADA2B
TAF4,TADA2B
TAF5,TADA2B
TAF1,TADA2B
TBP,TADA2B
AK6,RNF138
NFX1,ELAVL4
YJU2,RBMX2
XAB2,RBMX2
CWC22,RBMX2
SNRNP200,RBMX2
SF3A1,RBMX2
SF3A2,RBMX2
PRPF31,RBMX2
PRPF19,RBMX2
SNRPD3,RBMX2
PRPF4,RBMX2
SF3A3,RBMX2
SNRPF,RBMX2
SNRPD2,RBMX2
PRPF6,RBMX2
HTATSF1,RBMX2
PLRG1,RBMX2
ENSG00000111987,RBMX2
SNRPA1,RBMX2
PRPF3,RBMX2
SF3B1,RBMX2
CDC40,RBMX2
SF3B2,RBMX2
SF3B3,RBMX2
PRPF8,RBMX2
SNRPA,RBMX2
TBP,RBMX2
SNRPG,RBMX2
DHX8,RBMX2
AL078621.1,RBMX2
SNRPD1,RBMX2
SF3B4,RBMX2
CRNKL1,RBMX2
BUD13,RBMX2
TFIP11,RBMX2
HNRNPR,PCF11
POLR2B,PCF11
POLR2C,PCF11
SRSF5,PCF11
SRSF4,PCF11
HNRNPU,PCF11
HNRNPF,PCF11
SNRNP200,PCF11
SF3A1,PCF11
HNRNPA1,PCF11
HNRNPK,PCF11
NCBP2,PCF11
SRSF7,PCF11
POLR2A,PCF11
POLR2H,PCF11
HNRNPM,PCF11
SF3A2,PCF11
SNRPB2,PCF11
DDX23,PCF11
GTF2F2,PCF11
POLR2F,PCF11
HNRNPH1,PCF11
SNRPD3,PCF11
PRPF4,PCF11
POLR2J,PCF11
POLR2I,PCF11
PCBP1,PCF11
SNU13,PCF11
SRSF11,PCF11
SF3A3,PCF11
SNRPF,PCF11
POLR2G,PCF11
HNRNPH2,PCF11
LSM5,PCF11
HNRNPA0,PCF11
TAF6,PCF11
SNRPD2,PCF11
SRRM1,PCF11
CPSF3,PCF11
PRPF6,PCF11
SNRNP70,PCF11
ALYREF,PCF11
HNRNPL,PCF11
CPSF1,PCF11
ENSG00000111987,PCF11
SNRPA1,PCF11
HNRNPC,PCF11
PAPOLA,PCF11
SF3B1,PCF11
NFX1,PCF11
EFTUD2,PCF11
CDC40,PCF11
CSTF2,PCF11
POLR2D,PCF11
SNRPB,PCF11
SF3B2,PCF11
SF3B3,PCF11
DHX9,PCF11
CSTF1,PCF11
HNRNPA2B1,PCF11
SNRPA,PCF11
PTBP1,PCF11
POLR2L,PCF11
SNRPG,PCF11
POLR2E,PCF11
SNRPD1,PCF11
SRSF2,PCF11
CD2BP2,PCF11
SF3B4,PCF11
RBM5,PCF11
YBX1,PCF11
CPSF7,PCF11
SRSF3,PCF11
HNRNPUL1,PCF11
PABPN1,PCF11
POLR2K,PCF11
TFIP11,PCF11
HNRNPR,TXNL4A
POLR2B,TXNL4A
POLR2C,TXNL4A
PRPF40A,TXNL4A
SRSF5,TXNL4A
SRSF4,TXNL4A
HNRNPU,TXNL4A
XAB2,TXNL4A
CWC22,TXNL4A
HNRNPF,TXNL4A
SNRNP200,TXNL4A
SF3A1,TXNL4A
HNRNPA1,TXNL4A
HNRNPK,TXNL4A
NCBP2,TXNL4A
SRSF7,TXNL4A
POLR2A,TXNL4A
POLR2H,TXNL4A
HNRNPM,TXNL4A
SF3A2,TXNL4A
SNRPB2,TXNL4A
DDX23,TXNL4A
GTF2F2,TXNL4A
POLR2F,TXNL4A
HNRNPH1,TXNL4A
PRPF31,TXNL4A
LSM6,TXNL4A
PRPF19,TXNL4A
SNRPD3,TXNL4A
PRPF4,TXNL4A
LUC7L,TXNL4A
POLR2J,TXNL4A
POLR2I,TXNL4A
PCBP1,TXNL4A
SNU13,TXNL4A
SRSF11,TXNL4A
SF3A3,TXNL4A
SNRPF,TXNL4A
POLR2G,TXNL4A
HNRNPH2,TXNL4A
LSM5,TXNL4A
HNRNPA0,TXNL4A
SNRPD2,TXNL4A
SRRM1,TXNL4A
CPSF3,TXNL4A
PRPF6,TXNL4A
SNRNP70,TXNL4A
PLRG1,TXNL4A
ALYREF,TXNL4A
TIA1,TXNL4A
HNRNPL,TXNL4A
CPSF1,TXNL4A
ENSG00000111987,TXNL4A
SNRPA1,TXNL4A
HNRNPC,TXNL4A
INCENP,TXNL4A
PAPOLA,TXNL4A
PRPF3,TXNL4A
SF3B1,TXNL4A
LSM3,TXNL4A
PRPF18,TXNL4A
NFX1,TXNL4A
EFTUD2,TXNL4A
LSM7,TXNL4A
CDC40,TXNL4A
CSTF2,TXNL4A
POLR2D,TXNL4A
AAR2,TXNL4A
SNRPB,TXNL4A
SF3B2,TXNL4A
SF3B3,TXNL4A
DHX9,TXNL4A
CSTF1,TXNL4A
PRPF8,TXNL4A
HNRNPA2B1,TXNL4A
SNRPA,TXNL4A
PTBP1,TXNL4A
POLR2L,TXNL4A
SNRPG,TXNL4A
LSM4,TXNL4A
DHX8,TXNL4A
POLR2E,TXNL4A
AL078621.1,TXNL4A
SNRPD1,TXNL4A
SRSF2,TXNL4A
CD2BP2,TXNL4A
SF3B4,TXNL4A
CRNKL1,TXNL4A
TIAL1,TXNL4A
RBM5,TXNL4A
YBX1,TXNL4A
CPSF7,TXNL4A
SRSF3,TXNL4A
HNRNPUL1,TXNL4A
PABPN1,TXNL4A
POLR2K,TXNL4A
SNRPE,TXNL4A
TFIP11,TXNL4A
RBMX2,TXNL4A
PCF11,TXNL4A
HNRNPR,SRSF1
POLR2B,SRSF1
POLR2C,SRSF1
SRSF5,SRSF1
SRSF4,SRSF1
HNRNPU,SRSF1
HNRNPF,SRSF1
SNRNP200,SRSF1
SF3A1,SRSF1
HNRNPA1,SRSF1
HNRNPK,SRSF1
NCBP2,SRSF1
SRSF7,SRSF1
POLR2A,SRSF1
POLR2H,SRSF1
HNRNPM,SRSF1
SF3A2,SRSF1
SNRPB2,SRSF1
DDX23,SRSF1
GTF2F2,SRSF1
POLR2F,SRSF1
HNRNPH1,SRSF1
SNRPD3,SRSF1
PRPF4,SRSF1
ELAVL1,SRSF1
POLR2J,SRSF1
POLR2I,SRSF1
PCBP1,SRSF1
SNU13,SRSF1
SRSF11,SRSF1
SF3A3,SRSF1
SNRPF,SRSF1
POLR2G,SRSF1
HNRNPH2,SRSF1
HNRNPA0,SRSF1
SNRPD2,SRSF1
SRRM1,SRSF1
CPSF3,SRSF1
PRPF6,SRSF1
SNRNP70,SRSF1
ALYREF,SRSF1
HNRNPL,SRSF1
CPSF1,SRSF1
ENSG00000111987,SRSF1
SNRPA1,SRSF1
HNRNPC,SRSF1
PAPOLA,SRSF1
TTK,SRSF1
SF3B1,SRSF1
NFX1,SRSF1
EFTUD2,SRSF1
CDC40,SRSF1
CSTF2,SRSF1
POLR2D,SRSF1
SNRPB,SRSF1
SF3B2,SRSF1
SF3B3,SRSF1
DHX9,SRSF1
CSTF1,SRSF1
PRPF8,SRSF1
HNRNPA2B1,SRSF1
SNRPA,SRSF1
PTBP1,SRSF1
SREK1,SRSF1
SRPK1,SRSF1
POLR2L,SRSF1
SNRPG,SRSF1
POLR2E,SRSF1
SNRPD1,SRSF1
SRSF2,SRSF1
CD2BP2,SRSF1
SF3B4,SRSF1
RBM5,SRSF1
YBX1,SRSF1
CPSF7,SRSF1
SRSF3,SRSF1
HNRNPUL1,SRSF1
PABPN1,SRSF1
POLR2K,SRSF1
PCF11,SRSF1
TXNL4A,SRSF1
YJU2,SLU7
PRPF40A,SLU7
XAB2,SLU7
CWC22,SLU7
SNRNP200,SLU7
SF3A1,SLU7
SF3A2,SLU7
DDX23,SLU7
LSM6,SLU7
PRPF19,SLU7
SNRPD3,SLU7
PRPF4,SLU7
SF3A3,SLU7
SNRPF,SLU7
LSM5,SLU7
SNRPD2,SLU7
PRPF6,SLU7
SNRNP70,SLU7
PLRG1,SLU7
ENSG00000111987,SLU7
SNRPA1,SLU7
INCENP,SLU7
PRPF3,SLU7
SF3B1,SLU7
PRPF18,SLU7
LSM7,SLU7
DDX46,SLU7
CDC40,SLU7
AAR2,SLU7
SF3B2,SLU7
SF3B3,SLU7
PRPF8,SLU7
SNRPA,SLU7
SNRPG,SLU7
LSM4,SLU7
DHX8,SLU7
AL078621.1,SLU7
SNRPD1,SLU7
CRNKL1,SLU7
BUD13,SLU7
SNRPE,SLU7
RBMX2,SLU7
TXNL4A,SLU7
TAF12,TAF10
POLR2B,TAF10
MNAT1,TAF10
POLR2C,TAF10
CDK7,TAF10
ENSG00000215719,TAF10
POLR2A,TAF10
POLR2H,TAF10
GTF2F2,TAF10
POLR2F,TAF10
CCNH,TAF10
ING2,TAF10
TAF7,TAF10
POLR2J,TAF10
POLR2I,TAF10
TAF9B,TAF10
TAF4,TAF10
POLR2G,TAF10
GTF2H2,TAF10
GTF2H3,TAF10
TAF6,TAF10
AK6,TAF10
GTF2B,TAF10
ERCC3,TAF10
GTF2H1,TAF10
TAF5,TAF10
TAF1,TAF10
POLR2D,TAF10
BPTF,TAF10
SF3B3,TAF10
TBP,TAF10
POLR2L,TAF10
POLR2E,TAF10
ERCC2,TAF10
GTF2A2,TAF10
AL590763.1,TAF10
TAF2,TAF10
POLR2K,TAF10
TADA2B,TAF10
HNRNPR,SRSF9
POLR2B,SRSF9
POLR2C,SRSF9
SRSF5,SRSF9
SRSF4,SRSF9
HNRNPU,SRSF9
HNRNPF,SRSF9
SNRNP200,SRSF9
SF3A1,SRSF9
HNRNPA1,SRSF9
HNRNPK,SRSF9
NCBP2,SRSF9
SRSF7,SRSF9
POLR2A,SRSF9
POLR2H,SRSF9
HNRNPM,SRSF9
SF3A2,SRSF9
SNRPB2,SRSF9
DDX23,SRSF9
GTF2F2,SRSF9
POLR2F,SRSF9
HNRNPH1,SRSF9
SNRPD3,SRSF9
PRPF4,SRSF9
POLR2J,SRSF9
POLR2I,SRSF9
PCBP1,SRSF9
SNU13,SRSF9
SRSF11,SRSF9
SF3A3,SRSF9
SNRPF,SRSF9
POLR2G,SRSF9
HNRNPH2,SRSF9
HNRNPA0,SRSF9
SNRPD2,SRSF9
SRRM1,SRSF9
CPSF3,SRSF9
PRPF6,SRSF9
SNRNP70,SRSF9
SAFB,SRSF9
ALYREF,SRSF9
HNRNPL,SRSF9
CPSF1,SRSF9
ENSG00000111987,SRSF9
SNRPA1,SRSF9
HNRNPC,SRSF9
PAPOLA,SRSF9
SF3B1,SRSF9
NFX1,SRSF9
EFTUD2,SRSF9
CDC40,SRSF9
CSTF2,SRSF9
POLR2D,SRSF9
SNRPB,SRSF9
SF3B2,SRSF9
SF3B3,SRSF9
DHX9,SRSF9
CSTF1,SRSF9
HNRNPA2B1,SRSF9
SNRPA,SRSF9
PTBP1,SRSF9
POLR2L,SRSF9
SNRPG,SRSF9
POLR2E,SRSF9
SNRPD1,SRSF9
SRSF2,SRSF9
CD2BP2,SRSF9
SF3B4,SRSF9
RBM5,SRSF9
YBX1,SRSF9
CPSF7,SRSF9
SRSF3,SRSF9
HNRNPUL1,SRSF9
PABPN1,SRSF9
POLR2K,SRSF9
PCF11,SRSF9
TXNL4A,SRSF9
SRSF1,SRSF9
POLR2B,ELOB
MNAT1,ELOB
POLR2C,ELOB
CDK7,ELOB
NCBP2,ELOB
POLR2A,ELOB
POLR2H,ELOB
SUPT5H,ELOB
GTF2F2,ELOB
POLR2F,ELOB
CCNH,ELOB
SSRP1,ELOB
POLR2J,ELOB
POLR2I,ELOB
SUPT16H,ELOB
POLR2G,ELOB
GTF2H2,ELOB
GTF2H3,ELOB
HTATSF1,ELOB
GTF2B,ELOB
ERCC3,ELOB
GTF2H1,ELOB
POLR2D,ELOB
TBP,ELOB
TCEA1,ELOB
POLR2L,ELOB
POLR2E,ELOB
ERCC2,ELOB
ELOC,ELOB
CDK9,ELOB
POLR2K,ELOB
HNRNPR,PCID2
PRPF40A,PCID2
XAB2,PCID2
CWC22,PCID2
SNRNP200,PCID2
SF3A1,PCID2
NCBP2,PCID2
SF3A2,PCID2
DDX23,PCID2
PRPF31,PCID2
LSM6,PCID2
PRPF19,PCID2
SNRPD3,PCID2
PRPF4,PCID2
LUC7L,PCID2
SF3A3,PCID2
SNRPF,PCID2
LSM5,PCID2
SNRPD2,PCID2
PRPF6,PCID2
SNRNP70,PCID2
PLRG1,PCID2
ALYREF,PCID2
TIA1,PCID2
ENSG00000111987,PCID2
SNRPA1,PCID2
INCENP,PCID2
PRPF3,PCID2
SF3B1,PCID2
PRPF18,PCID2
LSM7,PCID2
CDC40,PCID2
AAR2,PCID2
SF3B2,PCID2
SF3B3,PCID2
PRPF8,PCID2
SNRPA,PCID2
SNRPG,PCID2
LSM4,PCID2
DHX8,PCID2
AL078621.1,PCID2
SNRPD1,PCID2
SF3B4,PCID2
CRNKL1,PCID2
TIAL1,PCID2
SNRPE,PCID2
TFIP11,PCID2
TXNL4A,PCID2
SLU7,PCID2
HNRNPR,HNRNPD
POLR2B,HNRNPD
POLR2C,HNRNPD
SRSF5,HNRNPD
SRSF4,HNRNPD
HNRNPU,HNRNPD
HNRNPF,HNRNPD
SNRNP200,HNRNPD
SF3A1,HNRNPD
HNRNPA1,HNRNPD
HNRNPK,HNRNPD
NCBP2,HNRNPD
SRSF7,HNRNPD
POLR2A,HNRNPD
POLR2H,HNRNPD
HNRNPM,HNRNPD
SF3A2,HNRNPD
SNRPB2,HNRNPD
DDX23,HNRNPD
GTF2F2,HNRNPD
POLR2F,HNRNPD
HNRNPH1,HNRNPD
SSRP1,HNRNPD
SNRPD3,HNRNPD
PRPF4,HNRNPD
POLR2J,HNRNPD
POLR2I,HNRNPD
PCBP1,HNRNPD
SNU13,HNRNPD
SRSF11,HNRNPD
SF3A3,HNRNPD
SNRPF,HNRNPD
POLR2G,HNRNPD
HNRNPH2,HNRNPD
LSM5,HNRNPD
HNRNPA0,HNRNPD
SNRPD2,HNRNPD
SRRM1,HNRNPD
CPSF3,HNRNPD
PRPF6,HNRNPD
SNRNP70,HNRNPD
SAFB,HNRNPD
ALYREF,HNRNPD
HNRNPL,HNRNPD
CPSF1,HNRNPD
ENSG00000111987,HNRNPD
SNRPA1,HNRNPD
HNRNPC,HNRNPD
PAPOLA,HNRNPD
SF3B1,HNRNPD
NFX1,HNRNPD
EFTUD2,HNRNPD
CDC40,HNRNPD
CSTF2,HNRNPD
POLR2D,HNRNPD
SNRPB,HNRNPD
SF3B2,HNRNPD
SF3B3,HNRNPD
DHX9,HNRNPD
CSTF1,HNRNPD
HNRNPA2B1,HNRNPD
SNRPA,HNRNPD
PTBP1,HNRNPD
SREK1,HNRNPD
POLR2L,HNRNPD
SNRPG,HNRNPD
POLR2E,HNRNPD
SNRPD1,HNRNPD
SRSF2,HNRNPD
CD2BP2,HNRNPD
SF3B4,HNRNPD
RBM5,HNRNPD
YBX1,HNRNPD
CPSF7,HNRNPD
SRSF3,HNRNPD
HNRNPUL1,HNRNPD
PABPN1,HNRNPD
POLR2K,HNRNPD
PCF11,HNRNPD
TXNL4A,HNRNPD
SRSF1,HNRNPD
SRSF9,HNRNPD
HNRNPR,CPSF2
POLR2B,CPSF2
POLR2C,CPSF2
SRSF5,CPSF2
SRSF4,CPSF2
HNRNPU,CPSF2
HNRNPF,CPSF2
SNRNP200,CPSF2
SF3A1,CPSF2
HNRNPA1,CPSF2
HNRNPK,CPSF2
NCBP2,CPSF2
SRSF7,CPSF2
POLR2A,CPSF2
POLR2H,CPSF2
HNRNPM,CPSF2
SF3A2,CPSF2
SNRPB2,CPSF2
DDX23,CPSF2
SUPT5H,CPSF2
GTF2F2,CPSF2
POLR2F,CPSF2
HNRNPH1,CPSF2
SNRPD3,CPSF2
PRPF4,CPSF2
POLR2J,CPSF2
POLR2I,CPSF2
PCBP1,CPSF2
SNU13,CPSF2
SRSF11,CPSF2
SF3A3,CPSF2
SNRPF,CPSF2
POLR2G,CPSF2
HNRNPH2,CPSF2
HNRNPA0,CPSF2
TAF6,CPSF2
SNRPD2,CPSF2
SRRM1,CPSF2
CPSF3,CPSF2
PRPF6,CPSF2
SNRNP70,CPSF2
ALYREF,CPSF2
HNRNPL,CPSF2
CPSF1,CPSF2
ENSG00000111987,CPSF2
SNRPA1,CPSF2
HNRNPC,CPSF2
PAPOLA,CPSF2
SF3B1,CPSF2
NFX1,CPSF2
EFTUD2,CPSF2
CDC40,CPSF2
CSTF2,CPSF2
POLR2D,CPSF2
SNRPB,CPSF2
SF3B2,CPSF2
SF3B3,CPSF2
DHX9,CPSF2
CSTF1,CPSF2
HNRNPA2B1,CPSF2
SNRPA,CPSF2
PTBP1,CPSF2
POLR2L,CPSF2
SNRPG,CPSF2
POLR2E,CPSF2
SNRPD1,CPSF2
SRSF2,CPSF2
CD2BP2,CPSF2
SF3B4,CPSF2
RBM5,CPSF2
YBX1,CPSF2
CPSF7,CPSF2
TAF2,CPSF2
SRSF3,CPSF2
CDK9,CPSF2
HNRNPUL1,CPSF2
PABPN1,CPSF2
POLR2K,CPSF2
PCF11,CPSF2
TXNL4A,CPSF2
SRSF1,CPSF2
SRSF9,CPSF2
HNRNPD,CPSF2
HNRNPR,SF3B5
POLR2B,SF3B5
POLR2C,SF3B5
SRSF5,SF3B5
SRSF4,SF3B5
HNRNPU,SF3B5
HNRNPF,SF3B5
SNRNP200,SF3B5
SF3A1,SF3B5
HNRNPA1,SF3B5
HNRNPK,SF3B5
NCBP2,SF3B5
SRSF7,SF3B5
POLR2A,SF3B5
POLR2H,SF3B5
HNRNPM,SF3B5
SF3A2,SF3B5
SNRPB2,SF3B5
DDX23,SF3B5
GTF2F2,SF3B5
POLR2F,SF3B5
HNRNPH1,SF3B5
SNRPD3,SF3B5
PRPF4,SF3B5
POLR2J,SF3B5
POLR2I,SF3B5
PCBP1,SF3B5
SNU13,SF3B5
SRSF11,SF3B5
SF3A3,SF3B5
SNRPF,SF3B5
POLR2G,SF3B5
HNRNPH2,SF3B5
HNRNPA0,SF3B5
SNRPD2,SF3B5
SRRM1,SF3B5
CPSF3,SF3B5
PRPF6,SF3B5
SNRNP70,SF3B5
ALYREF,SF3B5
HNRNPL,SF3B5
CPSF1,SF3B5
ENSG00000111987,SF3B5
SNRPA1,SF3B5
HNRNPC,SF3B5
PAPOLA,SF3B5
SF3B1,SF3B5
NFX1,SF3B5
EFTUD2,SF3B5
CDC40,SF3B5
CSTF2,SF3B5
POLR2D,SF3B5
SNRPB,SF3B5
SF3B2,SF3B5
SF3B3,SF3B5
DHX9,SF3B5
CSTF1,SF3B5
HNRNPA2B1,SF3B5
SNRPA,SF3B5
PTBP1,SF3B5
POLR2L,SF3B5
SNRPG,SF3B5
POLR2E,SF3B5
SNRPD1,SF3B5
SRSF2,SF3B5
CD2BP2,SF3B5
SF3B4,SF3B5
RBM5,SF3B5
YBX1,SF3B5
CPSF7,SF3B5
SRSF3,SF3B5
HNRNPUL1,SF3B5
PABPN1,SF3B5
POLR2K,SF3B5
PCF11,SF3B5
TXNL4A,SF3B5
SRSF1,SF3B5
SRSF9,SF3B5
HNRNPD,SF3B5
CPSF2,SF3B5
HNRNPR,NUDT21
POLR2B,NUDT21
POLR2C,NUDT21
SRSF5,NUDT21
SRSF4,NUDT21
HNRNPU,NUDT21
HNRNPF,NUDT21
SNRNP200,NUDT21
SF3A1,NUDT21
HNRNPA1,NUDT21
HNRNPK,NUDT21
NCBP2,NUDT21
SRSF7,NUDT21
POLR2A,NUDT21
POLR2H,NUDT21
HNRNPM,NUDT21
SF3A2,NUDT21
SNRPB2,NUDT21
DDX23,NUDT21
GTF2F2,NUDT21
POLR2F,NUDT21
HNRNPH1,NUDT21
SNRPD3,NUDT21
PRPF4,NUDT21
POLR2J,NUDT21
POLR2I,NUDT21
PCBP1,NUDT21
SNU13,NUDT21
SRSF11,NUDT21
SF3A3,NUDT21
SNRPF,NUDT21
POLR2G,NUDT21
HNRNPH2,NUDT21
HNRNPA0,NUDT21
SNRPD2,NUDT21
SRRM1,NUDT21
CPSF3,NUDT21
PRPF6,NUDT21
SNRNP70,NUDT21
ALYREF,NUDT21
HNRNPL,NUDT21
CPSF1,NUDT21
ENSG00000111987,NUDT21
SNRPA1,NUDT21
HNRNPC,NUDT21
PAPOLA,NUDT21
SF3B1,NUDT21
NFX1,NUDT21
EFTUD2,NUDT21
CDC40,NUDT21
CSTF2,NUDT21
POLR2D,NUDT21
SNRPB,NUDT21
SF3B2,NUDT21
SF3B3,NUDT21
DHX9,NUDT21
CSTF1,NUDT21
PRPF8,NUDT21
HNRNPA2B1,NUDT21
SNRPA,NUDT21
PTBP1,NUDT21
POLR2L,NUDT21
SNRPG,NUDT21
POLR2E,NUDT21
SNRPD1,NUDT21
SRSF2,NUDT21
CD2BP2,NUDT21
SF3B4,NUDT21
RBM5,NUDT21
YBX1,NUDT21
CPSF7,NUDT21
SRSF3,NUDT21
HNRNPUL1,NUDT21
PABPN1,NUDT21
POLR2K,NUDT21
PCF11,NUDT21
TXNL4A,NUDT21
SRSF1,NUDT21
SRSF9,NUDT21
HNRNPD,NUDT21
CPSF2,NUDT21
SF3B5,NUDT21
PRPF40A,CRY1
HNRNPR,CCAR1
POLR2B,CCAR1
POLR2C,CCAR1
SRSF5,CCAR1
SRSF4,CCAR1
HNRNPU,CCAR1
HNRNPF,CCAR1
SNRNP200,CCAR1
SF3A1,CCAR1
HNRNPA1,CCAR1
HNRNPK,CCAR1
NCBP2,CCAR1
SRSF7,CCAR1
POLR2A,CCAR1
POLR2H,CCAR1
HNRNPM,CCAR1
SF3A2,CCAR1
SNRPB2,CCAR1
DDX23,CCAR1
GTF2F2,CCAR1
POLR2F,CCAR1
HNRNPH1,CCAR1
SNRPD3,CCAR1
PRPF4,CCAR1
POLR2J,CCAR1
POLR2I,CCAR1
PCBP1,CCAR1
SNU13,CCAR1
SRSF11,CCAR1
SF3A3,CCAR1
SNRPF,CCAR1
POLR2G,CCAR1
HNRNPH2,CCAR1
HNRNPA0,CCAR1
SNRPD2,CCAR1
SRRM1,CCAR1
CPSF3,CCAR1
PRPF6,CCAR1
SNRNP70,CCAR1
ALYREF,CCAR1
HNRNPL,CCAR1
CPSF1,CCAR1
ENSG00000111987,CCAR1
SNRPA1,CCAR1
HNRNPC,CCAR1
PAPOLA,CCAR1
SF3B1,CCAR1
NFX1,CCAR1
EFTUD2,CCAR1
CDC40,CCAR1
CSTF2,CCAR1
POLR2D,CCAR1
SNRPB,CCAR1
SF3B2,CCAR1
SF3B3,CCAR1
DHX9,CCAR1
CSTF1,CCAR1
HNRNPA2B1,CCAR1
SNRPA,CCAR1
PTBP1,CCAR1
POLR2L,CCAR1
SNRPG,CCAR1
POLR2E,CCAR1
SNRPD1,CCAR1
SRSF2,CCAR1
CD2BP2,CCAR1
SF3B4,CCAR1
RBM5,CCAR1
YBX1,CCAR1
CPSF7,CCAR1
SRSF3,CCAR1
HNRNPUL1,CCAR1
PABPN1,CCAR1
POLR2K,CCAR1
PCF11,CCAR1
TXNL4A,CCAR1
SRSF1,CCAR1
SRSF9,CCAR1
HNRNPD,CCAR1
CPSF2,CCAR1
SF3B5,CCAR1
NUDT21,CCAR1
HNRNPR,CASKIN1
POLR2B,CASKIN1
POLR2C,CASKIN1
SRSF5,CASKIN1
SRSF4,CASKIN1
HNRNPU,CASKIN1
HNRNPF,CASKIN1
SNRNP200,CASKIN1
SF3A1,CASKIN1
HNRNPA1,CASKIN1
HNRNPK,CASKIN1
NCBP2,CASKIN1
SRSF7,CASKIN1
POLR2A,CASKIN1
